#mpa_vJan25_CHOCOPhlAnSGB_202503
clade_name	Unknown_BM251-ZX01-010001_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010002_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010003_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010004_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010005_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010006_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010007_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010008_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010009_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010010_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010011_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010012_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010013_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010014_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010015_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010016_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010017_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010018_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010019_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010020_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010021_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010022_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010023_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010024_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010025_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010026_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010027_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010028_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010029_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010030_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010031_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010032_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010033_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010034_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010035_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010036_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010037_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010038_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010039_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010040_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010041_good_metaphlan_bugs_list	Unknown_BM251-ZX01-010042_good_metaphlan_bugs_list
k__Bacteria|p__Firmicutes|c__CFGB2834|o__OFGB2834	0.0	0.01067	0.02588	0.00047	0.0	0.0	0.34366	0.0	0.05606	0.0	0.0	0.0	0.0	0.0	0.0	0.02414	0.0	0.0	0.0	0.0	0.11453	0.0	0.15524	0.00104	0.0	0.0	0.11386	0.0	0.05193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	0.0	0.00987	0.00991	0.00294	0.0	0.0	0.00344	0.0	0.01277	0.0	0.0	0.00937	0.0	0.03878	0.0	0.0	0.0	0.0239	0.0	0.0	0.0615	0.0	0.00698	0.04121	0.0	0.0	0.0	0.0	0.00194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales	0.0	0.00787	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00438	0.0	0.0	0.0	0.0	0.01299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.47366	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	0.0	0.0072	0.57684	6.38134	0.0	14.39032	1.61684	0.01137	0.01048	0.0	0.0	1.18806	0.0	0.0	0.0	0.19917	0.0	0.67524	0.0	0.0	0.00148	0.0	0.0	0.08248	0.01586	0.0	0.94082	0.0	0.67789	0.0	0.0	0.0	0.46361	0.21991	0.0	0.0	0.0	0.0	0.0	0.27302	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales	0.0	0.00666	0.0	0.02306	0.0	22.0074	0.00191	0.0	0.00187	0.0	0.0	0.0	0.0	0.0	0.0	0.71584	0.0	0.00083	0.0	0.0	0.0	0.00155	0.0	0.00219	0.16219	0.00895	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.11302	0.0	0.0	0.0	0.0	0.0	0.02904	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales	0.0	0.00178	0.0	0.0	0.0	4.80601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16119	0.01938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00642	1.2517	0.03437	0.89772	0.0	0.26068	0.0	0.0	0.0	0.0	0.0	0.0	90.59018	67.72944
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales	0.0	0.00021	0.00415	0.08718	0.0	0.0	0.04669	0.0	0.03554	0.0	0.0	0.00181	0.0	0.0078	0.0	0.0	0.0	0.07462	0.0	0.0	0.03456	0.0	0.0	0.0	0.0	0.0	0.1401	0.0	0.0	0.0	0.0	0.0	0.0	0.09784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae	0.0	39.39443	0.95185	4.74175	0.0	0.0	0.56823	74.48882	5.53361	0.0	0.0	0.69635	0.0	1.24651	0.52361	1.89528	11.82876	0.61381	0.0	0.0	7.73466	0.0	1.71289	4.61265	0.0	0.0	3.2278	0.0	0.0	0.0	0.0	0.0	25.16954	0.66346	0.31223	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae	0.0	20.29633	28.38584	25.45413	0.0	0.0	13.74737	0.0	29.05572	0.0	0.0	25.49281	0.0	21.94549	0.00646	20.86004	16.17579	36.00675	0.0	0.0	35.46021	0.0	19.42438	23.20002	0.0	0.0	32.90977	0.0	20.35186	0.0211	0.0	0.0	2.17906	0.59884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	0.0	9.33896	19.71293	13.31776	0.0	0.0	11.03882	0.0	26.28693	0.0	0.0	12.96863	0.0	16.66373	0.04125	20.14213	25.22876	17.52822	0.0	0.0	17.90135	0.0	13.75986	5.43678	0.0	0.0	19.40944	0.0	10.01922	0.04158	0.0	0.0	2.16371	1.38574	0.0	0.0	0.0	0.0	0.0	0.02901	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	0.0	8.17748	24.04212	14.71788	0.0	0.0	2.55308	0.0	17.82607	0.0	0.0	46.08706	0.0	32.15178	0.02937	14.115	26.33334	8.13432	0.0	0.0	20.84386	0.0	32.54204	36.74782	0.0	0.0	8.86215	0.0	15.57318	1.23066	0.0	0.0	1.15754	0.24978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	0.0	7.37027	0.4426	0.24896	0.0	0.0	0.08434	0.0	0.05544	0.0	0.0	0.09541	0.0	0.19894	0.0	0.43798	0.0	0.58406	0.0	0.0	0.13766	0.0	0.78027	0.15309	0.0	0.0	0.70192	0.0	0.21185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00357	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae	0.0	5.9058	0.0738	0.1404	0.0	1.3528	0.65644	0.0	0.03872	0.0	0.0	0.0065	0.0	0.06392	0.0	0.10105	0.0	0.38876	0.0	0.0	0.1547	0.0	0.25748	0.0399	0.0	0.0	0.19619	0.0	0.05343	0.0	0.0	0.0	0.13948	0.03489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	0.0	2.94514	2.94721	2.57112	0.0	0.0	2.39086	0.0	0.63395	0.0	0.0	1.55193	0.05918	3.39145	0.0	1.35974	0.0	6.49754	0.0	0.0	0.82548	0.0	1.01879	1.44925	0.0	0.0	1.6731	0.0	0.69268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	0.0	1.59138	2.6564	0.91561	0.0	0.0	1.64439	0.0	5.09114	0.0	0.0	0.06174	0.0	6.15323	0.0	2.55215	2.71913	3.35925	0.0	0.0	3.31028	0.0	6.31438	5.00476	0.0	0.0	8.83118	0.0	5.66028	0.0	0.0	0.0	0.27976	0.21708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.0	1.44939	0.05169	0.30688	0.0	0.0	0.02151	0.183	0.05864	0.0	0.11987	0.07005	0.0	0.01297	0.0	0.34996	0.30138	0.54759	0.0	0.0	0.053	0.0	0.06315	0.06904	0.0	0.0	1.23228	0.0	0.03938	0.0	0.0	0.0	0.22331	0.00673	0.0	57.21037	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	0.0	1.07728	1.27651	3.39411	0.0	0.0	0.28207	0.0	1.19648	0.0	0.0	0.34489	0.0	0.73009	0.0	0.20808	0.0	1.3817	0.0	0.0	1.20866	0.0	1.38481	0.26483	0.0	0.0	0.18573	0.0	1.09333	0.0	0.0	0.0	0.05712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB84486|o__OFGB84486|f__FGB84486	0.0	0.41665	0.00202	0.06005	0.0	0.0	0.55986	0.0	0.0	0.0	0.0	0.06066	0.0	0.58685	0.0	0.23239	0.0	0.87555	0.0	0.0	0.00354	0.0	0.09648	0.0	0.0	0.0	0.61487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae	0.0	0.21968	0.0	0.0	0.0	0.0	0.12297	0.0	0.04129	0.0	0.0	0.0	0.0	0.03978	0.0	0.00678	0.0	0.14928	0.0	0.0	0.00049	0.0	0.0	0.0	0.0	0.0	0.08202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765	0.0	0.19249	0.10602	0.07103	0.0	0.0	0.20473	0.0	2.60774	0.0	0.0	0.22638	0.0	2.26781	0.0	6.67462	0.0	2.17218	0.0	0.0	0.0	0.0	1.08673	0.0	0.0	0.0	0.20742	0.0	0.0	0.0	0.0	0.0	0.22819	0.08302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Coprobacillaceae	0.0	0.1754	0.16756	0.29988	0.0	0.0	0.07039	0.0	0.04063	0.0	0.0	0.23798	0.0	0.05642	0.0	0.07702	0.0	0.22154	0.0	0.0	0.19332	0.0	0.20141	1.59923	0.0	0.0	0.257	0.0	0.11764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	0.0	0.16266	0.12991	1.84	0.0	0.0	0.07752	0.0	0.68897	0.0	0.0	0.0	0.0	1.32281	0.0	1.54514	0.0	0.0	0.0	0.0	1.22117	0.0	0.87959	0.0	0.0	0.0	0.0	0.0	0.39374	0.0	0.0	0.0	0.02538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae	0.0	0.15182	0.57913	0.32346	0.0	0.0	0.79066	0.0	0.23117	0.0	0.0	0.29771	0.0	0.73144	0.0	0.22534	0.0	0.4432	0.0	0.0	0.10876	0.0	0.17247	0.15927	0.0	0.0	0.32434	0.0	0.24886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified	0.0	0.10964	1.66918	1.57262	0.0	0.03029	0.4335	0.0	0.36492	0.0	0.0	0.19715	0.0	0.5224	0.0	2.91889	0.0	1.16932	0.0	0.0	2.2802	0.0	0.41575	1.22093	0.0	0.0	0.21637	0.0	0.17716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	0.0	0.07812	0.09987	0.12407	0.0	0.0	0.63836	0.0	0.77773	0.0	0.0	0.01392	0.0	1.62358	0.0	2.44151	0.0	0.1769	0.0	0.0	0.77697	0.0	1.51849	1.1402	0.0	0.0	0.7501	0.0	0.29299	0.0	0.0	0.0	0.02778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	0.0	0.07186	0.51645	0.74492	0.0	0.0	1.2534	0.0	1.66264	0.0	0.0	1.67583	0.0	1.57378	0.0	2.26432	0.0	0.30683	0.0	0.0	1.64334	0.0	1.77896	3.31544	0.0	0.0	0.98501	0.0	2.69695	0.0	0.0	0.0	0.04716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae	0.0	0.03466	0.34004	0.18151	0.0	0.0	0.12766	0.0	0.13831	0.0	0.0	0.0	0.0	0.25683	0.0	0.35596	0.0	0.12743	0.0	0.0	0.15618	0.0	0.15836	0.28659	0.0	0.0	0.22714	0.0	0.84527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292|f__FGB1292	0.0	0.02938	0.08343	0.02071	0.0	0.0	0.0	0.0	0.04674	0.0	0.0	0.04117	0.0	0.02118	0.0	0.20631	0.0	0.09603	0.0	0.0	0.07125	0.0	0.03211	0.08246	0.0	0.0	0.05622	0.0	0.04061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0.0	0.0159	0.0	0.0	0.0	0.0	0.07063	0.0	0.00103	0.0	0.0	0.0	0.0	0.0	0.0	0.29492	0.0	0.00263	0.0	0.0	0.0	0.0	0.06804	0.04456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.50658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.0	0.01254	0.05263	0.03551	0.0	0.0	0.64696	0.0	1.9015	0.0	0.0	0.33992	0.0	0.07396	0.0	0.17221	0.0	0.02353	0.0	0.0	0.07956	0.0	0.08545	0.3699	0.0	0.0	0.04634	0.0	0.2038	0.0	0.0	0.0	0.09884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2834|o__OFGB2834|f__FGB2834	0.0	0.01067	0.02588	0.00047	0.0	0.0	0.34366	0.0	0.05606	0.0	0.0	0.0	0.0	0.0	0.0	0.02414	0.0	0.0	0.0	0.0	0.11453	0.0	0.15524	0.00104	0.0	0.0	0.11386	0.0	0.05193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified	0.0	0.00987	0.00991	0.00294	0.0	0.0	0.00344	0.0	0.01277	0.0	0.0	0.00937	0.0	0.03878	0.0	0.0	0.0	0.0239	0.0	0.0	0.0615	0.0	0.00698	0.04121	0.0	0.0	0.0	0.0	0.00194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae	0.0	0.00787	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00438	0.0	0.0	0.0	0.0	0.01299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.47366	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	0.0	0.0072	0.57684	6.38134	0.0	14.39032	1.61684	0.01137	0.01048	0.0	0.0	1.18806	0.0	0.0	0.0	0.19917	0.0	0.67524	0.0	0.0	0.00148	0.0	0.0	0.08248	0.01586	0.0	0.94082	0.0	0.67789	0.0	0.0	0.0	0.46361	0.21991	0.0	0.0	0.0	0.0	0.0	0.27302	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae	0.0	0.00666	0.0	0.02306	0.0	22.0074	0.00191	0.0	0.00187	0.0	0.0	0.0	0.0	0.0	0.0	0.71584	0.0	0.00083	0.0	0.0	0.0	0.00155	0.0	0.00219	0.16219	0.00895	0.00019	0.0	0.0	0.0	0.0	0.0	0.0	0.11302	0.0	0.0	0.0	0.0	0.0	0.02904	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae	0.0	0.00178	0.0	0.0	0.0	4.80601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.16119	0.01938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00642	1.2517	0.03437	0.89772	0.0	0.26068	0.0	0.0	0.0	0.0	0.0	0.0	90.59018	67.72944
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.0	0.00021	0.00415	0.08718	0.0	0.0	0.04669	0.0	0.03554	0.0	0.0	0.00181	0.0	0.0078	0.0	0.0	0.0	0.07462	0.0	0.0	0.03456	0.0	0.0	0.0	0.0	0.0	0.1401	0.0	0.0	0.0	0.0	0.0	0.0	0.09784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	0.0	39.39443	0.95185	4.74175	0.0	0.0	0.56823	0.0	5.53361	0.0	0.0	0.69635	0.0	1.24651	0.00994	1.71214	11.82876	0.61381	0.0	0.0	7.73466	0.0	1.71289	4.61265	0.0	0.0	3.2278	0.0	0.0	0.0	0.0	0.0	0.54494	0.66346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0.0	7.81115	15.67885	7.06761	0.0	0.0	1.27348	0.0	9.33894	0.0	0.0	21.27342	0.0	13.92165	0.02937	8.92529	12.58641	3.88963	0.0	0.0	12.51264	0.0	9.0729	17.99891	0.0	0.0	3.88609	0.0	9.27375	0.47275	0.0	0.0	0.55301	0.19301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium	0.0	6.74432	8.43836	4.92032	0.0	0.0	2.4036	0.0	11.32513	0.0	0.0	4.21876	0.0	5.58957	0.01389	2.41906	0.336	6.14052	0.0	0.0	7.6806	0.0	5.48587	3.02275	0.0	0.0	6.98397	0.0	4.4783	0.04158	0.0	0.0	0.83902	0.90063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia	0.0	5.27373	5.07368	4.82896	0.0	0.0	2.21034	0.0	7.07506	0.0	0.0	6.12841	0.0	8.40759	0.0	5.4315	0.0	11.05653	0.0	0.0	10.70496	0.0	4.30799	8.97101	0.0	0.0	13.87977	0.0	10.40149	0.0211	0.0	0.0	0.49617	0.08048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae|g__Romboutsia	0.0	5.20845	0.0738	0.1404	0.0	0.0	0.26438	0.0	0.03143	0.0	0.0	0.0065	0.0	0.02561	0.0	0.09698	0.0	0.26692	0.0	0.0	0.12972	0.0	0.18637	0.0	0.0	0.0	0.14514	0.0	0.04622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter	0.0	3.90423	0.11133	0.01298	0.0	0.0	0.0	0.0	0.00837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14787	0.0	0.0	0.03043	0.0	0.09365	0.01529	0.0	0.0	0.01052	0.0	0.08531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia	0.0	3.58647	4.665	6.10212	0.0	0.0	0.99593	0.0	5.92659	0.0	0.0	4.25324	0.0	1.13233	0.00646	0.16866	6.49074	3.15145	0.0	0.0	1.52652	0.0	0.24116	1.43857	0.0	0.0	0.6936	0.0	1.07268	0.0	0.0	0.0	0.57178	0.22316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium	0.0	2.93347	2.6402	2.3141	0.0	0.0	1.59929	0.0	0.394	0.0	0.0	1.10406	0.05918	2.91286	0.0	0.717	0.0	5.57943	0.0	0.0	0.57707	0.0	0.87764	1.26785	0.0	0.0	1.52329	0.0	0.65942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Fusicatenibacter	0.0	2.84183	1.06061	1.2867	0.0	0.0	0.11727	0.0	3.77031	0.0	0.0	2.13349	0.0	1.02504	0.0	1.27206	8.32643	1.97251	0.0	0.0	5.77771	0.0	0.89078	2.3117	0.0	0.0	1.26866	0.0	2.41292	0.0	0.0	0.0	0.3494	0.20326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea	0.0	2.34654	1.58093	2.10766	0.0	0.0	0.90166	0.0	0.84142	0.0	0.0	0.51755	0.0	1.86267	0.0	0.8305	0.0	1.22637	0.0	0.0	1.09521	0.0	1.71649	1.38852	0.0	0.0	0.85145	0.0	0.0	0.0	0.0	0.0	0.01214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella	0.0	2.31894	0.0	0.0	0.0	0.0	0.0	0.0	0.01723	0.0	0.0	0.05122	0.0	0.01144	0.0	0.08679	0.0	0.02825	0.0	0.0	0.06409	0.0	0.01596	0.01623	0.0	0.0	0.01581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus	0.0	2.08894	7.44155	7.37884	0.0	0.0	1.06583	0.0	12.10031	0.0	0.0	3.87613	0.0	7.06274	0.02736	4.58622	24.89276	2.69154	0.0	0.0	7.66634	0.0	3.08102	0.58435	0.0	0.0	3.39695	0.0	2.95313	0.0	0.0	0.0	1.31643	0.4851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Anaerostipes	0.0	1.96682	1.42536	0.70657	0.0	0.0	0.69159	0.0	2.11056	0.0	0.0	0.06593	0.0	1.9027	0.0	1.07647	0.0	0.45576	0.0	0.0	7.61164	0.0	2.0487	3.98249	0.0	0.0	2.05405	0.0	0.9582	0.0	0.0	0.0	0.1465	0.00774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	0.0	1.59138	2.6564	0.91561	0.0	0.0	1.64439	0.0	5.09114	0.0	0.0	0.06174	0.0	6.15323	0.0	2.55215	2.71913	3.35925	0.0	0.0	3.31028	0.0	6.31438	5.00476	0.0	0.0	8.76978	0.0	5.66028	0.0	0.0	0.0	0.27976	0.21708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Agathobacter	0.0	1.33452	2.8285	5.37851	0.0	0.0	0.08249	0.0	0.06843	0.0	0.0	2.87424	0.0	0.33779	0.0	5.25076	0.0	0.0	0.0	0.0	1.94794	0.0	4.71463	0.0	0.0	0.0	5.20041	0.0	0.08948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	0.0	1.33009	0.05169	0.30688	0.0	0.0	0.02151	0.183	0.05864	0.0	0.11987	0.07005	0.0	0.01297	0.0	0.17612	0.30138	0.47165	0.0	0.0	0.053	0.0	0.05182	0.06904	0.0	0.0	1.21479	0.0	0.03938	0.0	0.0	0.0	0.22331	0.00673	0.0	57.21037	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira	0.0	0.96781	0.99383	1.54998	0.0	0.0	0.24315	0.0	1.13067	0.0	0.0	1.60916	0.0	2.93847	0.0	0.36901	0.0	1.47865	0.0	0.0	0.00675	0.0	0.61884	0.45624	0.0	0.0	0.44879	0.0	0.0	0.0	0.0	0.0	0.09403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
