#mpa_vJan25_CHOCOPhlAnSGB_202503
clade_name	Unknown_CH614-001R0001_good_metaphlan_bugs_list	Unknown_CH614-001R0002_good_metaphlan_bugs_list	Unknown_CH614-001R0003_good_metaphlan_bugs_list	Unknown_CH614-001R0004_good_metaphlan_bugs_list	Unknown_CH614-001R0005_good_metaphlan_bugs_list	Unknown_CH614-001R0006_good_metaphlan_bugs_list	Unknown_CH614-001R0007_good_metaphlan_bugs_list	Unknown_CH614-001R0008_good_metaphlan_bugs_list	Unknown_CH614-001R0009_good_metaphlan_bugs_list	Unknown_CH614-001R0010_good_metaphlan_bugs_list	Unknown_CH614-001R0011_good_metaphlan_bugs_list	Unknown_CH614-001R0012_good_metaphlan_bugs_list	Unknown_CH614-001R0013_good_metaphlan_bugs_list	Unknown_CH614-001R0014_good_metaphlan_bugs_list	Unknown_CH614-001R0015_good_metaphlan_bugs_list	Unknown_CH614-001R0016_good_metaphlan_bugs_list	Unknown_CH614-001R0017_good_metaphlan_bugs_list	Unknown_CH614-001R0018_good_metaphlan_bugs_list	Unknown_CH614-001R0019_good_metaphlan_bugs_list	Unknown_CH614-001R0020_good_metaphlan_bugs_list	Unknown_CH614-001R0021_good_metaphlan_bugs_list	Unknown_CH614-001R0022_good_metaphlan_bugs_list	Unknown_CH614-001R0023_good_metaphlan_bugs_list	Unknown_CH614-001R0024_good_metaphlan_bugs_list	Unknown_CH614-001R0025_good_metaphlan_bugs_list	Unknown_CH614-001R0026_good_metaphlan_bugs_list	Unknown_CH614-001R0027_good_metaphlan_bugs_list	Unknown_CH614-001R0028_good_metaphlan_bugs_list	Unknown_CH614-001R0029_good_metaphlan_bugs_list	Unknown_CH614-001R0030_good_metaphlan_bugs_list	Unknown_CH614-001R0031_good_metaphlan_bugs_list	Unknown_CH614-001R0032_good_metaphlan_bugs_list	Unknown_CH614-001R0033_good_metaphlan_bugs_list	Unknown_CH614-001R0034_good_metaphlan_bugs_list	Unknown_CH614-001R0035_good_metaphlan_bugs_list	Unknown_CH614-001R0036_good_metaphlan_bugs_list	Unknown_CH614-001R0037_good_metaphlan_bugs_list	Unknown_CH614-001R0038_good_metaphlan_bugs_list
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_miscanthi|t__SGB21849	0.02914	0.0	0.00152	0.0	0.06811	0.00872	0.00331	0.0	0.00185	0.00505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09266	0.0	0.05643	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.0	74.14277	95.98027	0.0	0.0	13.0492	0.07135	2.4492	92.5289	93.10514	2.26076	99.96946	99.99377	99.87275	0.0	0.0	6.66635	0.0	99.37034	99.99439	99.99737	99.98011	0.46334	1.22809	0.35867	1.21537	0.59254	0.38207	0.03773	0.2081	3.62408	0.48066	2.84478	0.08324	0.0	43.7148	0.0	39.15973
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	0.0	74.14277	95.98027	0.0	0.0	0.0	0.0	2.4492	92.5289	93.10514	2.26076	99.96946	99.99377	99.87275	0.0	0.0	0.0	0.0	99.35334	99.99439	99.99737	99.98011	0.0	0.0	0.23078	0.00649	0.0165	0.03584	0.00068	0.01858	0.40164	0.01106	0.14711	0.0	0.0	28.36336	0.0	22.21377
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0.0	74.14277	95.98027	0.0	0.0	0.0	0.0	2.4492	92.5289	93.10514	2.26076	99.96946	99.99377	99.87275	0.0	0.0	0.0	0.0	99.35334	99.65466	99.99737	99.98011	0.0	0.0	0.22733	0.0	0.00887	5e-05	0.0	0.01858	0.15575	0.0	0.1378	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus	0.0	74.14277	95.98027	0.0	0.0	0.0	0.0	2.22233	58.74631	88.71794	2.16489	99.96946	99.99377	99.87275	0.0	0.0	0.0	0.0	96.71707	81.85761	99.62993	99.82461	0.0	0.0	0.20266	0.0	0.0	0.0	0.0	0.01858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus|t__SGB7045	0.0	74.14277	95.98027	0.0	0.0	0.0	0.0	2.22233	58.74631	88.71794	2.16489	99.96946	99.99377	99.87275	0.0	0.0	0.0	0.0	96.71707	81.85761	99.62993	99.82461	0.0	0.0	0.20266	0.0	0.0	0.0	0.0	0.01858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Orbales	0.0	0.0	0.47994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales	0.0	0.0	0.29758	0.0	0.78312	0.02149	0.02813	0.0	0.05295	0.01434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15094	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Orbales|f__Orbaceae	0.0	0.0	0.47994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bartonellaceae	0.0	0.0	0.29675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	0.0	0.0	0.03152	0.0	1.09686	0.03262	0.01167	0.0	0.0	0.0	0.0	0.0	0.0	0.09767	0.0	0.0	0.0	0.0	0.00155	0.0	0.0	0.0026	0.0	0.00423	0.0	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.83963	0.0	7.90879
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae	0.0	0.0	0.00083	0.0	0.78312	0.02149	0.02459	0.0	0.05295	0.01434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15094	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Orbales|f__Orbaceae|g__Gilliamella	0.0	0.0	0.47994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bartonellaceae|g__Bartonella	0.0	0.0	0.29675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	0.0	0.0	0.03152	0.0	1.09686	0.03262	0.01167	0.0	0.0	0.0	0.0	0.0	0.0	0.09767	0.0	0.0	0.0	0.0	0.00155	0.0	0.0	0.0026	0.0	0.00423	0.0	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.83963	0.0	7.90879
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Bradyrhizobium	0.0	0.0	0.00083	0.0	0.78312	0.02149	0.02459	0.0	0.05295	0.01434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15094	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_aeruginosa	0.0	0.0	0.79733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.65796	0.0	6.48319
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Orbales|f__Orbaceae|g__Gilliamella|s__Gilliamella_apis	0.0	0.0	0.47994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bartonellaceae|g__Bartonella|s__Bartonella_sp_M0283	0.0	0.0	0.29675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_borealis	0.0	0.0	0.03152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Bradyrhizobium|s__Bradyrhizobium_SGB11337	0.0	0.0	0.00083	0.0	0.78312	0.02149	0.02459	0.0	0.05295	0.01434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15094	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_aeruginosa|t__SGB12320	0.0	0.0	0.79733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.65796	0.0	6.48319
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Orbales|f__Orbaceae|g__Gilliamella|s__Gilliamella_apis|t__SGB9624	0.0	0.0	0.47994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bartonellaceae|g__Bartonella|s__Bartonella_sp_M0283|t__SGB205582	0.0	0.0	0.29675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_borealis|t__SGB7860	0.0	0.0	0.03152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Bradyrhizobium|s__Bradyrhizobium_SGB11337|t__SGB11337	0.0	0.0	0.00083	0.0	0.78312	0.02149	0.02459	0.0	0.05295	0.01434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15094	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia	0.0	0.0	0.0	0.08604	0.0	30.30652	36.70343	0.02022	0.0	0.0	0.0	0.0	0.0	0.0	33.38835	0.0	28.79552	33.48093	0.08815	0.0	0.0	0.0	29.71267	24.5932	20.74985	33.71388	38.32358	34.87187	39.00493	21.07598	1.22953	16.17659	2.39969	29.28197	0.0	0.0	0.0	0.01092
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales	0.0	0.0	0.0	99.90836	0.05635	0.0	0.03691	97.40947	2.30359	0.00356	97.73403	0.0	0.0	0.0	0.0	0.0	0.0	0.05415	0.00064	0.0	0.0	0.01232	0.0441	0.0	0.00572	0.0	0.01794	0.01336	0.0	0.0	0.0	0.0	0.08898	0.00058	0.0	26.22924	0.0	27.81644
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	0.0	0.0	0.0	0.08604	0.0	30.30652	36.70343	0.02022	0.0	0.0	0.0	0.0	0.0	0.0	33.38835	0.0	28.79552	33.48093	0.08815	0.0	0.0	0.0	29.71267	24.5932	20.74985	33.71388	38.32358	34.87187	39.00493	21.07598	1.22953	16.17659	2.39969	29.28197	0.0	0.0	0.0	0.01092
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	0.0	0.0	0.0	99.90836	0.05635	0.0	0.03691	97.40947	2.30359	0.0	97.73403	0.0	0.0	0.0	0.0	0.0	0.0	0.05415	0.00064	0.0	0.0	0.01232	0.0441	0.0	0.00572	0.0	0.01474	0.01336	0.0	0.0	0.0	0.0	0.08515	0.00058	0.0	26.22924	0.0	27.81644
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	0.0	0.0	0.0	0.08604	0.0	30.30652	35.16073	0.02022	0.0	0.0	0.0	0.0	0.0	0.0	27.62237	0.0	28.79552	33.48093	0.08815	0.0	0.0	0.0	1.7275	9.98337	3.29557	25.32517	22.57501	0.0	1.13079	13.47013	0.97431	8.5841	0.88267	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	0.0	0.0	0.0	99.90836	0.0	0.0	0.03691	97.40947	0.73046	0.0	97.73403	0.0	0.0	0.0	0.0	0.0	0.0	0.05415	0.00064	0.0	0.0	0.01232	0.0441	0.0	0.00572	0.0	0.00012	0.01336	0.0	0.0	0.0	0.0	0.0	0.00058	0.0	13.23237	0.0	14.67012
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Hoylesella	0.0	0.0	0.0	0.08604	0.0	9.78179	8.59707	0.01503	0.0	0.0	0.0	0.0	0.0	0.0	23.62266	0.0	4.19769	9.41362	0.04392	0.0	0.0	0.0	0.09119	0.0	0.0	0.0	0.0	0.0	0.0	1.4254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	0.0	0.0	0.0	99.90836	0.0	0.0	0.03691	97.40947	0.73046	0.0	97.73403	0.0	0.0	0.0	0.0	0.0	0.0	0.05415	0.00064	0.0	0.0	0.01232	0.0441	0.0	0.00572	0.0	0.00012	0.01336	0.0	0.0	0.0	0.0	0.0	0.00058	0.0	13.23237	0.0	14.67012
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Hoylesella|s__Hoylesella_buccalis	0.0	0.0	0.0	0.08604	0.0	9.78179	8.59707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.62266	0.0	4.19769	9.41362	0.00039	0.0	0.0	0.0	0.02121	0.0	0.0	0.0	0.0	0.0	0.0	1.39002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__SGB10068	0.0	0.0	0.0	99.90836	0.0	0.0	0.03691	97.40947	0.73046	0.0	97.73403	0.0	0.0	0.0	0.0	0.0	0.0	0.05415	0.00064	0.0	0.0	0.01232	0.0441	0.0	0.00572	0.0	0.00012	0.01336	0.0	0.0	0.0	0.0	0.0	0.00058	0.0	13.23237	0.0	14.67012
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Hoylesella|s__Hoylesella_buccalis|t__SGB1517	0.0	0.0	0.0	0.08604	0.0	9.78179	8.59707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.62266	0.0	4.19769	9.41362	0.00039	0.0	0.0	0.0	0.02121	0.0	0.0	0.0	0.0	0.0	0.0	1.39002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota	0.0	0.0	0.0	0.0	0.16571	10.26487	42.25926	0.00214	0.0	0.03196	0.0	0.0	0.0	0.02324	43.10389	0.0	13.60635	46.63254	0.21013	0.0	0.0	0.00158	2.37896	1.71531	1.01882	3.37935	2.37332	4.81081	10.1335	10.33295	16.13292	2.67008	57.03039	0.56286	0.0	0.0	0.93908	0.0
k__Bacteria|p__Fusobacteriota	0.0	0.0	0.0	0.0	0.15657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes	0.0	0.0	0.0	0.0	0.16571	10.26487	34.20134	0.00214	0.0	0.03196	0.0	0.0	0.0	0.02324	42.32103	0.0	13.60635	45.15484	0.21013	0.0	0.0	0.00158	0.07811	0.17989	0.28206	0.79305	0.0563	1.96775	3.4813	10.20554	12.7499	2.16566	55.73913	0.26915	0.0	0.0	0.93908	0.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia	0.0	0.0	0.0	0.0	0.15657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Tissierellia	0.0	0.0	0.0	0.0	0.0093	27.3673	9.45155	0.0509	0.0	0.0	0.0	0.0	0.0	0.0	12.08133	0.0	47.51791	14.23277	0.20737	0.0	0.0	0.0	0.01618	0.0	0.0	0.0	0.0	0.0	0.0	6.68957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales	0.0	0.0	0.0	0.0	0.16571	0.88458	5.34949	0.0	0.0	0.03196	0.0	0.0	0.0	0.0	1.52268	0.0	0.0	3.4542	0.01304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027	0.0	0.0	0.0	0.93908	0.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales	0.0	0.0	0.0	0.0	0.15657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	0.0	0.0	0.0	0.0	0.0093	27.3673	9.45155	0.0509	0.0	0.0	0.0	0.0	0.0	0.0	12.08133	0.0	47.51791	14.23277	0.20737	0.0	0.0	0.0	0.01618	0.0	0.0	0.0	0.0	0.0	0.0	6.28983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae	0.0	0.0	0.0	0.0	0.16571	0.88458	5.34949	0.0	0.0	0.03196	0.0	0.0	0.0	0.0	1.52268	0.0	0.0	3.4542	0.01304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027	0.0	0.0	0.0	0.93908	0.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0.0	0.0	0.0	0.0	0.15657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	0.0	0.0	0.0	0.0	0.0093	27.3673	9.45155	0.0509	0.0	0.0	0.0	0.0	0.0	0.0	12.08133	0.0	47.51791	14.23277	0.20737	0.0	0.0	0.0	0.01618	0.0	0.0	0.0	0.0	0.0	0.0	6.28983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium	0.0	0.0	0.0	0.0	0.16571	0.0	0.0	0.0	0.0	0.03196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93908	0.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	0.0	0.0	0.0	0.0	0.15657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter	0.0	0.0	0.0	0.0	0.05635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus	0.0	0.0	0.0	0.0	0.0093	14.25554	4.06541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.14746	0.0	34.03197	3.52572	0.01678	0.0	0.0	0.0	0.00536	0.0	0.0	0.0	0.0	0.0	0.0	1.18493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_hominis	0.0	0.0	0.0	0.0	0.9927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00155	0.0	0.0	0.0026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_putida	0.0	0.0	0.0	0.0	0.21904	0.0	0.00418	0.0	0.01258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium_acnes	0.0	0.0	0.0	0.0	0.16571	0.0	0.0	0.0	0.0	0.03196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93908	0.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_animalis	0.0	0.0	0.0	0.0	0.15657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis	0.0	0.0	0.0	0.0	0.10416	0.03262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_youngae	0.0	0.0	0.0	0.0	0.05635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
